1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
1 28 406 4060 31465 201376 1107568 5379616 23535820 94143280 348330136 1203322288 3910797436 12033222880 35240152720 98672427616 265182149218 686353797976 1715884494940 4154246671960 9762479679106 22314239266528 49699896548176 108043253365600 229591913401900 477551179875952 973469712824056 1946939425648112 3824345300380220 7384942649010080 14031391033119152 26252279997448736 48402641245296107 88004802264174740 157890968768078210 279692573246309972 489462003181042451 846636978475316672 1448194831602515360 2450791253481179840 4105075349580976232 6808417652963570336 -7261486500983686064 -238185234388375136 -7511495474878113912 -8329043945063071936 817735534570218592 6782273331704891456 -931912965279576860 7966188091458998960 -4334140005491738056 6392546396572319408 4035831925958853988 6439873550007884352 436438288157050720 7358596747328530752 4977181012526716488 2480386735905279136 -6224417133328402992 -5320999060707254880 1507923398829256232 4897015668202631360 -8739403894138258784 -4579115245750561856 -6222699113899868395 2544329914916833420 -6476668251004217426 1650988108660836940 -6103017587679655747 331200956741568864 4938873457957065104 -6433441533512602144 2683232937488641812 -1378240927744203440 -883991316315220824 -464358427240318256 -6211895153961479836 -6713115422026325216 -1232494421542935184 3249838188156322208 8727760294165099462 5488099034316948744 7520116327003133716 -4924325987568617464 8645537576974315750 -1629463950605290976 8583811363570694192 8703374328305109408 54134861076952212 9190296439642098064 8258036556792817160 -6116829059520223728 -2097250868970974204 7409826274007206752 1099776425376184016 8791042091545867488 -1418613870882174017 8455835670009548548 -7661239392574923366 7019099021913326276 
1 29 435 4495 35960 237336 1344904 6724520 30260340 124403620 472733756 1676056044 5586853480 17620076360 52860229080 151532656696 416714805914 1103068603890 2818953098830 6973199770790 16735679449896 39049918716424 88749815264600 196793068630200 426384982032100 903936161908052 1877405874732108 3824345300380220 7648690600760440 15033633249770520 29065024282889672 55317304280338408 103719945525634515 191724747789809255 349615716557887465 629308289804197437 1118770292985239888 1965407271460556560 3413602103063071920 5864393356544251760 -8477275367584323624 -1668857714620753288 -8930344215604439352 -9168529449992814488 1766719148838623216 -6562324796224448720 -5744589261654230128 1037684070050661328 105771104771084468 8071959196230083428 3737819190738345372 -8316378486398886836 -4280546560440032848 2159326989567851504 2595765277724902224 -8492382048656118640 -3515201036129402152 -1034814300224123016 -7259231433552526008 5866513579449770728 7374436978279026960 -6175291427227893296 3532048752343399536 -1047066493407162320 -7269765607307030715 -4725435692390197295 7244640130315136895 8895628238975973835 2792610651296318088 3123811608037886952 8062685065994952056 1629243532482349912 4312476469970991724 2934235542226788284 2050244225911567460 1585885798671249204 -4626009355290230632 7107619296392995768 5875124874850060584 9124963063006382792 -594020716538069362 4894078317778879382 -6032549428927538518 7489868657213395634 -2311337839521840232 -3940801790127131208 4643009573443562984 -5100360171960879224 -5046225310883927012 4144071128758171052 -6044636388158563404 6285278626030764484 4188027757059790280 -6848890042642554584 -5749113617266370568 3041928474279496920 1623314603397322903 -8367593800302680165 2417910880831948085 -9009734170964277255 
1 30 465 4960 40920 278256 1623160 8347680 38608020 163011640 635745396 2311801440 7898654920 25518731280 78378960360 229911617056 646626422970 1749695026860 4568648125690 11541847896480 28277527346376 67327446062800 156077261327400 352870329957600 779255311989700 1683191473897752 3560597348629860 7384942649010080 15033633249770520 30067266499541040 59132290782430712 114449595062769120 218169540588403635 409894288378212890 759510004936100355 1388818294740297792 2507588587725537680 4472995859186094240 7886597962249166160 -4695752754916133696 5273715951209094296 3604858236588341008 -5325485979016098344 3952728644700638784 5719447793539262000 -842877002685186720 -6587466264339416848 -5549782194288755520 -5444011089517671052 2627948106712412376 6365767297450757748 -1950611188948129088 -6231157749388161936 -4071830759820310432 -1476065482095408208 8478296542958024768 4963095506828622616 3928281206604499600 -3330950226948026408 2535563352501744320 -8536743742928780336 3734708903552877984 7266757655896277520 6219691162489115200 -1050074444817915515 -5775510137208112810 1469129993107024085 -8081985841626553696 -5289375190330235608 -2165563582292348656 5897121483702603400 7526365016184953312 -6607902587553606580 -3673667045326818296 -1623422819415250836 -37537020744001632 -4663546376034232264 2444072920358763504 8319197795208824088 -1002583215494344736 -1596603932032414098 3297474385746465284 -2735075043181073234 4754793614032322400 2443455774510482168 -1497346015616649040 3145663557826913944 -1954696614133965280 -7000921925017892292 -2856850796259721240 -8901487184418284644 -2616208558387520160 1571819198672270120 -5277070843970284464 7420559612472896584 -7984255986957158112 -6360941383559835209 3718208889847036242 6136119770678984327 -2873614400285292928 
1 31 496 5456 46376 324632 1947792 10295472 48903492 211915132 847660528 3159461968 11058116888 36576848168 114955808528 344867425584 991493848554 2741188875414 7309837001104 18851684897584 47129212243960 114456658306760 270533919634160 623404249591760 1402659561581460 3085851035479212 6646448384109072 14031391033119152 29065024282889672 59132290782430712 118264581564861424 232714176627630544 450883717216034179 860778005594247069 1620288010530347424 3009106305270645216 5516694892996182896 -8457053321527274480 -570455359278108320 -5266208114194242016 7507837014852280 3612366073603193288 -1713119905412905056 2239608739287733728 7959056532826995728 7116179530141809008 528713265802392160 -5021068928486363360 7981664055705517204 -7837131911291622036 -1471364613840864288 -3421975802788993376 8793610521532396304 4721779761712085872 3245714279616677664 -6722733251134849184 -1759637744306226568 2168643462298273032 -1162306764649753376 1373256587851990944 -7163487155076789392 -3428778251523911408 3837979404372366112 -8389073506848070304 9007596122043565797 3232085984835452987 4701215977942477072 -3380769863684076624 -8670145054014312232 7611035437402890728 -4938587152604057488 2587777863580895824 -4020124723972710756 -7693791769299529052 9129529484994771728 9091992464250770096 4428446088216537832 6872519008575301336 -3255027269925426192 -4257610485419770928 -5854214417452185026 -2556740031705719742 -5291815074886792976 -537021460854470576 1906434313656011592 409088298039362552 3554751855866276496 1600055241732311216 -5400866683285581076 -8257717479545302316 1287539409745964656 -1328669148641555504 243150050030714616 -5033920793939569848 2386638818533326736 -5597617168423831376 6488185521725885031 -8240349662136630343 -2104229891457646016 -4977844291742938944 
1 32 528 5984 52360 376992 2324784 12620256 61523748 273438880 1121099408 4280561376 15338678264 51915526432 166871334960 511738760544 1503232609098 4244421484512 11554258485616 30405943383200 77535155627160 191991813933920 462525733568080 1085929983159840 2488589544741300 5574440580220512 12220888964329584 26252279997448736 55317304280338408 114449595062769120 232714176627630544 465428353255261088 916312070471295267 1777090076065542336 3397378086595889760 6406484391866534976 -6523564788846833744 3466125963335443392 2895670604057335072 -2370537510136906944 -2363029673122054664 1249336400481138624 -463783504931766432 1775825234355967296 -8711862306526588592 -1595682776384779584 -1066969510582387424 -6088038439068750784 1893625616636766420 -5943506294654855616 -7414870908495719904 7609897362424838336 -2043236189752316976 2678543571959768896 5924257851576446560 -798475399558402624 -2558113143864629192 -389469681566356160 -1551776446216109536 -178519858364118592 -7342007013440907984 7675958808744732224 -6932805860592453280 3124864706269028032 -6314283245396957787 -3082197260561504800 1619018717380972272 -1761751146303104352 8014847873392135032 -2820860762914525856 -7759447915518583344 -5171670051937687520 -9191794775910398276 1561157528499624288 -7756057060215155600 1335935404035614496 5764381492252152328 -5809843572882097952 -9064870842807524144 5124262745482256544 -729951671969928482 -3286691703675648224 -8578506778562441200 -9115528239416911776 -7209093925760900184 -6800005627721537632 -3245253771855261136 -1645198530122949920 -7046065213408530996 3142961380755718304 4430500790501682960 3101831641860127456 3344981691890842072 -1688939102048727776 697699716484598960 -4899917451939232416 1588268069786652615 -6652081592349977728 -8756311483807623744 4712588298158988928 
1 33 561 6545 58905 435897 2760681 15380937 76904685 350343565 1471442973 5752004349 21090682613 73006209045 239877544005 751616304549 2254848913647 6499270398159 18053528883775 48459472266975 125994627894135 317986441828055 780512175396135 1866442158555975 4355031703297275 9929472283517787 22150361247847371 48402641245296107 103719945525634515 218169540588403635 450883717216034179 916312070471295267 1832624140942590534 3609714217008132870 7007092303604022630 -5033167378238994010 6890011906623723862 -8090606203750384362 -5194935599693049290 -7565473109829956234 8518241290757540718 -8679166382470872274 -9142949887402638706 -7367124653046671410 2367757114136291614 772074337751512030 -294895172830875394 -6382933611899626178 -4489307995262859758 8013929783791836242 599058875296116338 8208956237720954674 6165720047968637698 8844263619928406594 -3678222602204698462 -4476698001763101086 -7034811145627730278 -7424280827194086438 -8976057273410195974 -9154577131774314566 1950159928494329066 -8820625336470490326 2693312876646608010 5818177582915636042 -496105662481321745 -3578302923042826545 -1959284205661854273 -3721035351964958625 4293812521427176407 1472951758512650551 -6286496157005932793 6988577864765931303 -2203216911144466973 -642059382644842685 -8398116442859998285 -7062181038824383789 -1297799546572231461 -7107643119454329413 2274230111447698059 7398492856929954603 6668541184960026121 3381849481284377897 -5196657297278063303 4134558537014576537 -3074535388746323647 8572203057241690337 5326949285386429201 3681750755263479281 -3364314458145051715 -221353077389333411 4209147713112349549 7310979354972477005 -7790783026846232539 8967021944814591301 -8782022412410361355 4764804209359957845 6353072279146610460 -299009313203367268 -9055320797010991012 -4342732498852002084 
1 34 595 7140 66045 501942 3262623 18643560 95548245 445891810 1917334783 7669339132 28760021745 101766230790 341643774795 1093260079344 3348108992991 9847379391150 27900908274925 76360380541900 202355008436035 520341450264090 1300853625660225 3167295784216200 7522327487513475 17451799771031262 39602161018878633 88004802264174740 191724747789809255 409894288378212890 860778005594247069 1777090076065542336 3609714217008132870 7219428434016265740 -4220223336089263246 9193353359381294360 -2363378807704533394 7992759062254633860 2797823462561584570 -4767649647268371664 3750591643489169054 -4928574738981703220 4375219447325209690 -2991905205721461720 -624148091585170106 147926246166341924 -146968926664533470 -6529902538564159648 7427533539882532210 -3005280750035183164 -2406221874739066826 5802734362981887848 -6478289662759026070 2365973957169380524 -1312248645035317938 -5788946646798419024 5622986281283402314 -1801294545910684124 7669392254388671518 -1485184877385643048 464975051108686018 -8355650285361804308 -5662337408715196298 155840174200439744 -340265488280882001 -3918568411323708546 -5877852616985562819 8847856104759030172 -5305075447523345037 -3832123689010694486 8328124227692924337 -3130041981250695976 -5333258892395162949 -5975318275040005634 4073309355809547697 -2988871683014836092 -4286671229587067553 7052429724668154650 -9120084237593698907 -1721591380663744304 4946949804296281817 8328799285580659714 3132141988302596411 7266700525317172948 4192165136570849301 -5682375879897011978 -355426594510582777 3326324160752896504 -37990297392155211 -259343374781488622 3949804338330860927 -7185960380406213684 3470000666457105393 -6009721462437854922 3655000198861335339 8419804408221293184 -3673867386341647972 -3972876699545015240 5418546577153545364 1075814078301543280 
1 35 630 7770 73815 575757 3838380 22481940 118030185 563921995 2481256778 10150595910 38910617655 140676848445 482320623240 1575580702584 4923689695575 14771069086725 42671977361650 119032357903550 321387366339585 841728816603675 2142582442263900 5309878226480100 12832205713993575 30284005485024837 69886166503903470 157890968768078210 349615716557887465 759510004936100355 1620288010530347424 3397378086595889760 7007092303604022630 -4220223336089263246 -8440446672178526492 752906687202767868 -1610472120501765526 6382286941752868334 9180110404314452904 4412460757046081240 8163052400535250294 3234477661553547074 7609697108878756764 4617791903157295044 3993643811572124938 4141570057738466862 3994601131073933392 -2535301407490226256 4892232132392305954 1886951382357122790 -519270492381944036 5283463870599943812 -1194825792159082258 1171148165010298266 -141100480025019672 -5930047126823438696 -307060845540036382 -2108355391450720506 5561036862937951012 4075851985552307964 4540827036660993982 -3814823248700810326 8969583416293544992 9125423590493984736 8785158102213102735 4866589690889394189 -1011262926096168630 7836593178662861542 2531517731139516505 -1300605957871177981 7027518269821746356 3897476288571050380 -1435782603824112569 -7411100878864118203 -3337791523054570506 -6326663206069406598 7833409638053077465 -3560904710988319501 5765755125127533208 4044163744463788904 8991113548760070721 -1126831239368821181 2005310748933775230 -9174732799458603438 -4982567662887754137 7781800530924785501 7426373936414202724 -7694045976542452388 -7732036273934607599 -7991379648716096221 -4041575310385235294 7219208382918102638 -7757535024334343585 4679487586937353109 8334487785798688448 -1692451879689569984 -5366319266031217956 9107548108133318420 -3920649388422687832 -2844835310121144552 
1 36 666 8436 82251 658008 4496388 26978328 145008513 708930508 3190187286 13340783196 52251400851 192928249296 675248872536 2250829575120 7174519270695 21945588357420 64617565719070 183649923622620 505037289962205 1346766106565880 3489348548829780 8799226775309880 21631432489303455 51915437974328292 121801604478231762 279692573246309972 629308289804197437 1388818294740297792 3009106305270645216 6406484391866534976 -5033167378238994010 9193353359381294360 752906687202767868 1505813374405535736 -104658746096229790 6277628195656638544 -2989005473738460168 1423455283307621072 -8860236389866680250 -5625758728313133176 1983938380565623588 6601730283722918632 -7851369978414508046 -3709799920676041184 284801210397892208 -2250500197092334048 2641731935299971906 4528683317657094696 4009412825275150660 -9153867377834457144 8098050903716012214 -9177545004983241136 9128098588701290808 3198051461877852112 2890990616337815730 782635224887095224 6343672087825046236 -8027220000332197416 -3486392963671203434 -7301216212372013760 1668367203921531232 -7652953279294035648 1132204822919067087 5998794513808461276 4987531587712292646 -5622619307334397428 -3091101576194880923 -4391707534066058904 2635810735755687452 6533287024326737832 5097504420502625263 -2313596458361492940 -5651387981416063446 6468692886224081572 -4144641549432392579 -7705546260420712080 -1939791135293178872 2104372609170610032 -7351257915778870863 -8478089155147692044 -6472778406213916814 2799232868037031364 -2183334794850722773 5598465736074062728 -5421904401221286164 5330793695945813064 -2401242577988794535 8054121847004660860 4012546536619425566 -7214989154172023412 3474219895203184619 8153707482140537728 -1958548805770325440 -3651000685459895424 -9017319951491113380 90228156642205040 -3830421231780482792 -6675256541901627344 
1 37 703 9139 91390 749398 5245786 32224114 177232627 886163135 4076350421 17417133617 69668534468 262596783764 937845656300 3188675231420 10363194502115 32308782859535 96926348578605 280576272201225 785613562163430 2132379668729310 5621728217559090 14420954992868970 36052387482172425 87967825456500717 209769429934732479 489462003181042451 1118770292985239888 2507588587725537680 5516694892996182896 -6523564788846833744 6890011906623723862 -2363378807704533394 -1610472120501765526 -104658746096229790 -209317492192459580 6068310703464178964 3079305229725718796 4502760513033339868 -4357475876833340382 8463509468563078058 -7999296224580849970 -1397565940857931338 9197808154437112232 5488008233761071048 5772809444158963256 3522309247066629208 6164041182366601114 -7754019573685855806 -3744606748410705146 5548269947464389326 -4800423222529150076 4468775846197160404 -4849869638811100404 -1651818176933248292 1239172439404567438 2021807664291662662 8365479752116708898 338259751784511482 -3148133211886691952 7997394649450845904 -8780982220337174480 2012808574078341488 3145013396997408575 9143807910805869851 -4315404575191389119 8508720191183765069 5417618614988884146 1025911080922825242 3661721816678512694 -8251735232704301090 -3154230812201675827 -5467827270563168767 7327528821730319403 -4650522365755150641 -8795163915187543220 1946033898101296316 6242762808117444 2110615371978727476 -5240642543800143387 4728012374761716185 -1744766031452200629 1054466836584830735 -1128867958265892038 4469597777808170690 -952306623413115474 4378487072532697590 1977244494543903055 -8415377732160987701 -4402831195541562135 6828923723995966069 -8143600454510400928 10107027630136800 -1948441778140188640 -5599442463600084064 3829981658618354172 3920209815260559212 89788583480076420 -6585467958421550924 
1 38 741 9880 101270 850668 6096454 38320568 215553195 1101716330 5178066751 22595200368 92263734836 354860518600 1292706174900 4481381406320 14844575908435 47153358767970 144079707346575 424655979547800 1210269541711230 3342649210440540 8964377427999630 23385332420868600 59437719903041025 147405545359541742 357174975294274221 846636978475316672 1965407271460556560 4472995859186094240 -8457053321527274480 3466125963335443392 -8090606203750384362 7992759062254633860 6382286941752868334 6277628195656638544 6068310703464178964 -6310122666781193688 -3230817437055474892 1271943075977864976 -3085532800855475406 5377976667707602652 -2621319556873247318 -4018885497731178656 5178922656705933576 -7779813183242546992 -2007003739083583736 1515305507983045472 7679346690349646586 -74672883336209220 -3819279631746914366 1728990315717474960 -3071432906811675116 1397342939385485288 -3452526699425615116 -5104344876358863408 -3865172436954295970 -1843364772662633308 6522114979454075590 6860374731238587072 3712241519351895120 -6737107904906810592 2928653948465566544 4941462522543908032 8086475919541316607 -1216460243362365158 -5531864818553754277 2976855372630010792 8394473987618894938 -9026359005167831436 -5364637188489318742 4830371652515931784 1676140840314255957 -3791686430248912810 3535842391481406593 -1114679974273744048 8536900184248264348 -7963809991359990952 -7957567228551873508 -5846951856573146032 7359149673336262197 -6359582025611573234 -8104348057063773863 -7049881220478943128 -8178749178744835166 -3709151400936664476 -4661458024349779950 -282970951817082360 1694273542726820695 -6721104189434167006 7322808688733822475 -4295011660979763072 6008131958219387616 6018238985849524416 4069797207709335776 -1529645255890748288 2300336402727605884 6220546217988165096 6310334801468241516 -275133156953309408 
1 39 780 10660 111930 962598 7059052 45379620 260932815 1362649145 6540715896 29135916264 121399651100 476260169700 1768966344600 6250347750920 21094923659355 68248282427325 212327989773900 636983969321700 1847253511032930 5189902721473470 14154280149473100 37539612570341700 96977332473382725 244382877832924467 601557853127198688 1448194831602515360 3413602103063071920 7886597962249166160 -570455359278108320 2895670604057335072 -5194935599693049290 2797823462561584570 9180110404314452904 -2989005473738460168 3079305229725718796 -3230817437055474892 -6461634874110949784 -5189691798133084808 -8275224598988560214 -2897247931280957562 -5518567488154204880 8909291087824168080 -4358530329179449960 6308400561287554664 4301396822203970928 5816702330187016400 -4950695053172888630 -5025367936509097850 -8844647568256012216 -7115657252538537256 8259653914359339244 -8789747219964727084 6204470154319209416 1100125277960346008 -2765047158993949962 -4608411931656583270 1913703047797492320 8774077779036079392 -5960424775321577104 5749211393481163920 8677865341946730464 -4827416209218913120 3259059710322403487 2042599466960038329 -3489265351593715948 -512409978963705156 7882064008655189782 -1144294996512641654 -6508932185001960396 -1678560532486028612 -2419692171772655 -3794106122420685465 -258263730939278872 -1372943705213022920 7163956479035241428 -799853512324749524 -8757420740876623032 3842371476259782552 -7245222924113506867 4841939123984471515 -3262408933079302348 8134453920151306140 -44295258593529026 -3753446659530193502 -8414904683879973452 -8697875635697055812 -7003602092970235117 4722037791305149493 -6401897593670579648 7749834819059208896 -4688777296430955104 1329461689418569312 5399258897127905088 3869613641237156800 6169950043964762684 -6056247811756623836 254086989711617680 -21046167241691728 
1 40 820 11480 123410 1086008 8145060 53524680 314457495 1677106640 8217822536 37353738800 158753389900 635013559600 2403979904200 8654327655120 29749251314475 97997533741800 310325523515700 947309492837400 2794563003870330 7984465725343800 22138745874816900 59678358445158600 156655690918541325 401038568751465792 1002596421878664480 2450791253481179840 5864393356544251760 -4695752754916133696 -5266208114194242016 -2370537510136906944 -7565473109829956234 -4767649647268371664 4412460757046081240 1423455283307621072 4502760513033339868 1271943075977864976 -5189691798133084808 8067360477443382000 -207864121545178214 -3105112052826135776 -8623679540980340656 285611546843827424 -4072918782335622536 2235481778951932128 6536878601155903056 -6093163142366632160 7402885878170030826 2377517941660932976 -6467129626595079240 4863957194575935120 -5323132964774277252 4333863888970547280 -7908410030419794920 -6808284752459448912 8873412162256152742 4265000230599569472 6178703278397061792 -3493963016276410432 8992356282111564080 -3705176398116823616 4972688943829906848 145272734610993728 3404332444933397215 5446931911893435544 1957666560299719596 1445256581336014440 -9119423483718347394 8183025593478562568 1674093408476602172 -4467124009426440 -6886816181199095 -3800992938601884560 -4059256669541163432 -5432200374754186352 1731756104281055076 931902591956305552 -7825518148920317480 -3983146672660534928 7218374476935509821 -6386430472789570280 8797904667840678988 -1514385485717566488 -1558680744311095514 -5312127403841289016 4719711985988289148 -3978163649708766664 7464978331030549835 -6259727951373852288 5785118528665119680 -4911790725985223040 8846176051293373472 -8271106332997608832 -2871847435869703744 997766205367453056 7167716249332215740 1111468437575591904 1365555427287209584 1344509260045517856 
1 41 861 12341 135751 1221759 9366819 62891499 377348994 2054455634 10272278170 47626016970 206379406870 841392966470 3245372870670 11899700525790 41648951840265 139646485582065 449972009097765 1397281501935165 4191844505805495 12176310231149295 34315056105966195 93993414551124795 250649105469666120 651687674221131912 1654284096099796392 4105075349580976232 -8477275367584323624 5273715951209094296 7507837014852280 -2363029673122054664 8518241290757540718 3750591643489169054 8163052400535250294 -8860236389866680250 -4357475876833340382 -3085532800855475406 -8275224598988560214 -207864121545178214 -415728243090356428 -3520840295916492204 6302224236812718756 6587835783656546180 2514917001320923644 4750398780272855772 -7159466692280792788 5194114239062126668 -5849743956477394122 -3472226014816461146 8507388432298011230 -5075398446835605266 8048212662099669098 -6064667522639335238 4473666520650421458 -2334618231809027454 6538793930447125288 -7642949912662856856 -1464246634265795064 -4958209650542205496 4034146631569358584 328970233452534968 5301659177282441816 5446931911893435544 8851264356826832759 -4148547804989283313 -2190881244689563717 -745624663353549277 8581695926637654945 -1682022553593334103 -7929145116731931 -12396269126158371 -19283085307357466 -3820276023909242026 -7879532693450405458 5135011005504959806 6866767109786014882 7798669701742320434 -26848447177997046 -4009995119838531974 3208379357096977847 -3178051115692592433 5619853552148086555 4105468066430520067 2546787322119424553 -2765340081721864463 1954371904266424685 -2023791745442341979 5441186585588207856 -818541365785644432 4966577162879475248 54786436894252208 8900962488187625680 629856155190016848 -2241991280679686896 -1244225075312233840 5923491174019981900 7034959611595573804 8400515038882783388 -8701719774781250372 
1 42 903 13244 148995 1370754 10737573 73629072 450978066 2505433700 12777711870 60403728840 266783135710 1108176102180 4353548972850 16253249498640 57902201338905 197548686920970 647520696018735 2044802197953900 6236646703759395 18412956934908690 52728013040874885 146721427591999680 397370533061665800 1049058207282797712 2703342303382594104 6808417652963570336 -1668857714620753288 3604858236588341008 3612366073603193288 1249336400481138624 -8679166382470872274 -4928574738981703220 3234477661553547074 -5625758728313133176 8463509468563078058 5377976667707602652 -2897247931280957562 -3105112052826135776 -3520840295916492204 -7041680591832984408 -739456355020265652 5848379428636280528 8363296429957204172 -5333048863479491672 5954228517949267156 -7298401316698157792 5298598800533999702 1826372785717538556 -8112982855694001830 5258362771179944520 -5140168640429937998 7241907910640278380 -6731169642418851778 -9065787874227879232 -2526993943780753944 8276800217265940816 6812553583000145752 1854343932457940256 5888490564027298840 6217460797479833808 -6927624098947275992 -1480692187053840448 7370572169772992311 3222024364783708998 1031143120094145281 285518456740596004 8867214383378250949 7185191829784916846 7177262684668184915 7164866415542026544 7145583330234669078 3325307306325427052 -4554225387124978406 580785618379981400 7447552728165996282 -3200521643801234900 -3227370090979231946 -7237365210817763920 -4028985853720786073 -7207036969413378506 -1587183417265291951 2518284649165228116 5065071971284652669 2299731889562788206 4254103793829212891 2230312048386870912 7671498633975078768 6852957268189434336 -6627209642640642032 -6572423205746389824 2328539282441235856 2958395437631252704 716404156951565808 -527820918360668032 5395670255659313868 -6016114206454663944 2384400832428119444 -6317318942353130928 
1 43 946 14190 163185 1533939 12271512 85900584 536878650 3042312350 15820024220 76223753060 343006888770 1451182990950 5804731963800 22057981462440 79960182801345 277508869722315 925029565741050 2969831763694950 9206478467454345 27619435402363035 80347448443237920 227068876035237600 624439409096903400 1673497616379701112 4376839919762295216 -7261486500983686064 -8930344215604439352 -5325485979016098344 -1713119905412905056 -463783504931766432 -9142949887402638706 4375219447325209690 7609697108878756764 1983938380565623588 -7999296224580849970 -2621319556873247318 -5518567488154204880 -8623679540980340656 6302224236812718756 -739456355020265652 -1478912710040531304 4369466718595749224 -5713980925156598220 7399714285073461724 -5092801270686822736 6055541486324571088 -7092603786850980826 -5266231001133442270 5067530216882107516 -8120851085647499580 5185724347632114038 -6019111815437159198 5696462615853540640 -3369325258374338592 -5896319202155092536 2380481015110848280 9193034598110994032 -7399365543140617328 -1510874979113318488 4706585818366515320 -2221038280580760672 -3701730467634601120 3668841702138391191 6890866066922100189 7922009187016245470 8207527643756841474 -1372002046574459193 5813189783210457653 -5456291605830909048 1708574809711117496 8854158139945786574 -6267278627438337990 7625240059146235220 8206025677526216620 -2793165668017338714 -5993687311818573614 -9221057402797805560 1988321460093982136 -2040664393626803937 9199042710669369173 7611859293404077222 -8316600131140246278 -3251528159855593609 -951796270292805403 3302307523536407488 5532619571923278400 -5242625867811194448 1610331400378239888 -5016878242262402144 6857442625700759648 9185981908141995504 -6302366727936303408 -5585962570984737600 -6113783489345405632 -718113233686091764 -6734227440140755708 -4349826607712636264 7779598523643784424 
1 44 990 15180 178365 1712304 13983816 99884400 636763050 3679075400 19499099620 95722852680 438729741450 1889912732400 7694644696200 29752626158640 109712808959985 387221678682300 1312251244423350 4282083008118300 13488561475572645 41107996877935680 121455445321173600 348524321356411200 972963730453314600 2646461346833015712 7023301266595310928 -238185234388375136 -9168529449992814488 3952728644700638784 2239608739287733728 1775825234355967296 -7367124653046671410 -2991905205721461720 4617791903157295044 6601730283722918632 -1397565940857931338 -4018885497731178656 8909291087824168080 285611546843827424 6587835783656546180 5848379428636280528 4369466718595749224 8738933437191498448 3024952512034900228 -8022077276601189664 5331865526421539216 -7059337060963441312 4294803225895129478 -971427775238312792 4096102441643794724 -4024748644003704856 1160975703628409182 -4858136111808750016 838326504044790624 -2530998754329547968 -8427317956484640504 -6046836941373792224 3146197656737201808 -4253167886403415520 -5764042865516734008 -1057457047150218688 -3278495327730979360 -6980225795365580480 -3311384093227189289 3579481973694910900 -6945252912998395246 1262274730758446228 -109727315816012965 5703462467394444688 247170861563535640 1955745671274653136 -7636840262489111906 4542625183782101720 -6278878830781214676 1927146846745001944 -866018821272336770 -6859706133090910384 2365980537820835672 4354301997914817808 2313637604288013871 -6934063758752168572 677795534651908650 -7638804596488337628 7556411317365620379 6604615047072814976 -8539821503100329152 -3007201931177050752 -8249827798988245200 -6639496398610005312 6790369432837144160 -4798932015171647808 4387049892970347696 -1915316834965955712 -7501279405950693312 4831681178413452672 4113567944727360908 -2620659495413394800 -6970486103126031064 809112420517753360 
1 45 1035 16215 194580 1906884 15890700 115775100 752538150 4431613550 23930713170 119653565850 558383307300 2448296039700 10142940735900 39895566894540 149608375854525 536830054536825 1849081298960175 6131164307078475 19619725782651120 60727722660586800 182183167981760400 530707489338171600 1503671219791486200 4150132566624501912 -7273310240489738776 -7511495474878113912 1766719148838623216 5719447793539262000 7959056532826995728 -8711862306526588592 2367757114136291614 -624148091585170106 3993643811572124938 -7851369978414508046 9197808154437112232 5178922656705933576 -4358530329179449960 -4072918782335622536 2514917001320923644 8363296429957204172 -5713980925156598220 3024952512034900228 6049905024069800456 -1972172252531389208 3359693273890150008 -3699643787073291304 595159438821838174 -376268336416474618 3719834105227320106 -304914538776384750 856061164852024432 -4002074946956725584 -3163748442911934960 -5694747197241482928 4324678919983428184 -1722158021390364040 1424039635346837768 -2829128251056577752 -8593171116573311760 8796115909986021168 5517620582255041808 -1462605213110538672 -4773989306337727961 -1194507332642817061 -8139760245641212307 -6877485514882766079 -6987212830698779044 -1283750363304334356 -1036579501740798716 919166169533854420 -6717674092955257486 -2175048909173155766 -8453927739954370442 -6526780893209368498 -7392799714481705268 4194238226136935964 6560218763957771636 -7532223311836962172 -5218585707548948301 6294094607408434743 6971890142060343393 -666914454427994235 6889496862937626144 -4952632163699110496 4954290406910111968 1947088475733061216 -6302739323255183984 5504508351844362320 -6151866289028045136 7495945769509858672 -6563748411229345248 -8479065246195300960 2466399421563557344 7298080599977010016 -7035095529005180692 8790989049290976124 1820502946164945060 2629615366682698420 
